"","Velo","SpinRate","HorzBreak","InducedVertBreak","Predicted_Hits"
"5232",92.13,1910,15.29,8.31,0
"5233",88.7,2158,11.74,16.7,0
"5234",92.26,2410,13.4,11.36,0
"5235",91.45,2410,3.83,18.7,0
"5236",91.6,1963,3.79,10.93,1
"5237",95.35,2162,17.13,9.34,0
"5238",92.15,2052,5.95,12.87,0
"5239",94.73,2170,13.4,11.44,1
"5240",93.17,2308,11.27,19.1,1
"5241",90.32,2177,12.76,15.84,0
"5242",90.15,2057,9.98,16.65,0
"5243",96.49,1894,7.81,13.41,0
"5244",94.71,2334,4.41,15.48,0
"5245",96.65,2078,8.33,18.08,0
"5246",94.2,2310,8.62,17.85,1
"5247",94.02,2048,11.72,14.04,0
"5248",96.13,2326,7.89,18.15,0
"5249",94.99,2352,0.75,15.32,0
"5250",97.19,2761,12.2,8.17,0
"5251",90.99,2141,2.65,12.25,1
"5252",95.86,2500,8.37,20.81,0
"5253",96.61,2554,9.12,14.24,0
"5254",93.71,2480,5.29,17.36,0
"5255",93.07,2211,10.71,14.57,0
"5256",93.31,2162,11.61,8.86,0
"5257",91.67,2093,14.47,8.9,0
"5258",94.35,2319,14.33,12.02,1
"5259",93.61,2408,4.49,19.45,0
"5260",91.45,2130,16.9,2.21,1
"5261",91.19,2086,6.57,15.43,1
"5262",95.36,2115,4.59,19.13,0
"5263",88.59,1883,13.66,10.6,1
"5264",96.54,2277,8.88,15.89,0
"5265",97.22,2299,12.74,15.11,1
"5266",90.74,3012,11.64,12.67,1
"5267",94.58,2041,12.55,10.05,1
"5268",93.11,2368,3.44,16.02,0
"5269",93.59,2403,9.76,16.98,0
"5270",92.02,2058,14.47,8.38,1
"5271",98.86,2234,3.51,19.35,0
"5272",99.16,2578,14.33,11.83,0
"5273",94.37,2412,11.06,20.61,0
"5274",90.71,1879,15.57,7.08,1
"5275",92.93,2104,6.26,17.29,0
"5276",92.91,2450,6.29,15.52,1
"5277",92.15,2336,3.32,18.7,0
"5278",92.33,2326,13.42,9.5,0
"5279",93.72,2245,7.82,18.42,1
"5280",96.04,2347,14.89,8.58,0
"5281",90.6,2010,10.49,15.23,1
"5282",89.4,1943,12.77,9.72,1
"5283",86.31,2013,14.88,11.14,0
"5284",92.75,2361,11.3,18.4,0
"5285",95.64,2444,2.74,11.43,0
"5286",92.71,2164,2.18,12.12,0
"5287",92.14,2061,6.09,16.48,0
"5288",95.44,2460,2.86,19.19,0
"5289",96.03,2216,2.77,17.15,0
"5290",95.2,2118,2.19,17.98,0
"5291",95.62,2247,13.8,14.99,0
"5292",93.7,1938,5.38,14.67,0
"5293",96.35,2439,3.37,15.58,0
"5294",94.29,2185,7.29,11.81,0
"5295",95.25,2419,9.24,16.64,0
"5296",97.21,2303,15.03,-0.06,1
"5297",96.09,2350,0.67,17.48,0
"5298",90.61,2380,4.49,14.8,0
"5299",93.73,2305,6.82,16.15,1
"5300",96.24,2333,2.88,18.45,0
"5301",98.99,2308,14.21,13.16,0
"5302",91.76,2344,6.97,17.29,0
"5303",95.67,2277,2.08,17.95,0
"5304",91.83,2093,15.11,3.56,1
"5305",98.52,2322,16.53,10.47,0
"5306",90.7,1962,14.58,6.62,1
"5307",93.54,2053,16.93,6.54,1
"5308",93.43,2172,15.94,12.39,0
"5309",96.54,2540,6.92,18.8,0
"5310",89.63,2971,18.45,4.43,1
"5311",91.95,2187,16.39,9.8,1
"5312",94.49,2284,4.33,14.96,0
"5313",96.54,2460,14.53,20.83,0
"5314",94.01,2279,4.3,20.3,0
"5315",97.49,2323,15.77,17.09,0
"5316",94.91,2380,4.24,15.56,0
"5317",87.01,1738,13.77,10.6,1
"5318",95.2,2212,15.86,13.82,0
"5319",92.8,2325,2.42,18.07,0
"5320",89.73,2195,16.38,14.59,0
"5321",94.23,2165,17.8,13.93,0
"5322",91.84,2254,11.87,12.61,0
"5323",98.04,2827,7.47,8.71,0
"5324",97.98,2494,9.41,20.12,0
"5325",94.99,2539,0.48,18.94,0
"5326",94.21,2267,11.11,18.66,0
"5327",92.74,2143,6.21,12.32,1
"5328",94.99,2230,3.56,17.15,0
"5329",91.36,2331,10.37,12.77,0
"5330",93.16,2267,18.34,11.06,0
"5331",97.77,2356,8.85,16.43,0
"5332",96.64,2437,4.86,18.41,0
"5333",94.36,2364,7.21,14.67,0
"5334",98.64,2372,6.13,17.56,0
"5335",91.03,2030,14.64,13.37,1
"5336",90.37,2228,15.02,6.63,0
"5337",94.45,2418,8.44,18.55,0
"5338",91.64,2021,13.64,11.71,1
"5339",91.81,2232,4.74,18.2,0
"5340",93.6,2242,5.71,15.78,0
"5341",94.15,1921,14.48,14.92,1
"5342",93.68,2646,2.86,19.42,0
"5343",96.22,2679,2.57,19.92,0
"5344",90.62,1926,16.36,0.45,1
"5345",87.06,1972,14.24,10.88,0
"5346",95.67,2541,4.32,19.28,0
"5347",94.29,2229,3.95,21.12,0
"5348",93.86,2487,8.9,16.1,0
"5349",94.92,2071,13.73,13.29,0
"5350",93.1,2211,11.09,21.14,0
"5351",97.26,2005,13.07,11.08,0
"5352",92.04,2310,14.26,14.8,1
"5353",96.64,2362,12.59,11.11,0
"5354",92.88,2114,11.85,7.02,0
"5355",93.95,2205,13.79,8.27,1
"5356",97.61,2187,-1.06,17.98,0
"5357",97.27,2270,7.1,13.43,0
"5358",94.21,2329,15.7,14.68,0
"5359",90.22,2266,3.93,16.18,0
"5360",94.29,2287,9.37,15.02,1
"5361",97.1,2136,14.05,13.14,0
"5362",94.37,2451,10.98,18.43,0
"5363",95.63,2352,13.27,15.48,0
"5364",93.9,2006,11.7,12.93,0
"5365",98.03,2127,16.58,10.42,0
"5366",94.09,2427,5.27,18.15,0
"5367",95.86,2190,15.04,11.89,1
"5368",88.96,2072,13.68,15.98,1
"5369",97.39,2150,4.42,15.67,0
"5370",90.31,2510,7.91,17.26,0
"5371",95.43,2237,3.85,14.85,0
"5372",93.06,2294,9.43,17.56,0
"5373",92.87,2096,8.44,13.64,0
"5374",93.57,2228,6.71,16.09,1
"5375",97.1,2126,12.5,6.44,0
"5376",93.38,1980,15.41,12.52,1
"5377",89.13,2141,5.36,14.81,1
"5378",93.7,2231,13.09,6.02,0
"5379",94.38,2591,6.19,17.62,0
"5380",92.82,2110,5.71,19.19,0
"5381",94.06,2247,8.92,15.3,1
"5382",91.37,2139,15.79,10.6,1
"5383",92.72,2247,8.37,14.38,0
"5384",90.57,1895,14.74,9.33,0
"5385",95.18,2449,2.36,16.6,0
"5386",93.1,2292,-0.83,18.41,0
"5387",95.59,2277,16.91,10.62,0
"5388",95.24,2367,7.56,15.93,1
"5389",92.76,2346,17.74,13.44,0
"5390",95.58,2249,17.32,8.06,0
"5391",96.63,2656,4.57,15.48,0
"5392",98.4,2083,17.01,5.18,1
"5393",91.45,2071,13.49,7.7,1
"5394",93.38,2127,6.99,16.27,0
"5395",93.54,2063,16.28,5.57,1
"5396",96.36,2337,8.34,13.67,0
"5397",95.45,2229,8.45,17.4,1
"5398",92.45,2252,5.3,19.34,0
"5399",93.62,2233,14.84,10.43,0
"5400",96.43,2171,9.82,16.34,0
"5401",96.05,2278,13.68,12.63,0
"5402",96.35,2227,11.61,13.93,1
"5403",98.49,2360,2.53,15.86,0
"5404",92.6,2050,15.57,9.65,0
"5405",94.41,2140,5.45,14.76,0
"5406",92.9,2425,11.32,17.88,1
"5407",94.39,2234,9.97,17.63,0
"5408",91.79,2098,11.8,12.63,0
"5409",94.49,2342,4.43,20.94,0
"5410",92.6,2379,8.16,19.76,0
"5411",93.68,2052,2.02,18.03,0
"5412",89.87,2071,8.4,7.96,0
"5413",93.01,2043,8.27,17.64,0
"5414",92.39,2684,6.43,20.24,0
"5415",94.64,2362,13.87,17.55,1
"5416",93.62,2174,14.28,0.8,1
"5417",89.99,2054,19.32,9.4,1
"5418",94.83,2369,15.97,15.2,1
"5419",97.65,2466,0.94,18.61,0
"5420",95.4,2205,8.08,14.51,0
"5421",91.39,2594,8.54,17.82,0
"5422",92.62,2245,7.76,12.85,0
"5423",94.92,2388,12.09,17.99,0
"5424",95.32,2374,4.85,18.54,0
"5425",91.9,2266,14.1,19.51,0
"5426",94.29,2177,7.52,18.23,0
"5427",90.7,1793,7.21,16.02,1
"5428",88.8,2306,12.03,14.98,0
"5429",91.35,2346,4.18,15.43,0
"5430",94.01,2118,7.68,14.45,0
"5431",93.05,2065,7.43,12.75,1
"5432",95.43,2540,2.53,18.7,0
"5433",93.17,2304,6.61,18.22,0
"5434",90.16,2118,11.04,14.88,0
"5435",94.09,2317,7.14,19.06,0
"5436",91.93,2656,1.3,16.58,0
"5437",96.18,2122,11.57,16.17,0
"5438",93.53,2132,5.28,11.95,0
"5439",94.74,2236,15.56,13.23,0
"5440",93.42,2271,17.31,15.03,0
"5441",92.27,2262,6.92,18.59,1
"5442",88.64,2189,15.01,12.4,0
"5443",93.35,1840,15.57,9.22,1
"5444",91.26,1914,16.06,1.8,1
"5445",95.23,2426,11.74,13.08,1
"5446",94.99,2212,6.68,16.87,0
"5447",92.07,2212,15.89,11.44,0
"5448",92.07,1955,11.81,4.15,0
"5449",94.15,2158,14.02,12.25,1
"5450",93.07,2025,9.66,14.97,0
"5451",92.4,2070,9.06,14.98,0
"5452",91.33,2365,8.84,20.02,0
"5453",98.4,2242,9.12,16.39,0
"5454",98.14,2437,8.86,16.96,0
"5455",94.11,2425,2.97,17.41,0
"5456",96.08,2293,15.28,11.5,1
"5457",93.95,2359,10.16,16.25,0
"5458",96.35,2535,6.18,16.6,0
"5459",92.69,2373,8.84,16.82,0
"5460",94.43,2426,6.93,16.81,0
"5461",95.91,2329,7.71,17.4,0
"5462",89.47,1937,6.33,15.46,1
"5463",97.23,2595,5.67,19.99,0
"5464",88.73,2269,11.43,12.36,0
"5465",94.01,2254,5.58,13.27,1
"5466",89.25,2427,11.42,16.93,1
"5467",92.53,2213,9.8,15.55,0
"5468",93.89,1880,14.69,11.25,1
"5469",93.52,2220,4.33,18.43,0
"5470",95.54,2205,9.62,14.44,0
"5471",88.46,1853,8.27,13.21,0
"5472",96.31,2613,0.73,8.86,0
"5473",89.46,2208,17.41,5.21,0
"5474",96.37,2224,10.45,22.28,0
"5475",98.21,2531,0.32,20.41,0
"5476",92.54,2242,4.56,19.05,0
"5477",96.88,2535,16.79,10.44,0
"5478",97,2320,13.52,10.12,0
"5479",93.65,2092,12.52,16.31,0
"5480",95.17,2178,15.54,10.27,1
"5481",97.37,2147,10.98,15.36,0
"5482",92.76,2074,6.84,11.96,1
"5483",92.4,2235,2.36,12.09,0
"5484",93.54,2440,8.62,19.42,0
"5485",90.21,2080,16.66,8.07,0
"5486",91.55,2075,19.08,6.37,0
"5487",93.22,2424,3.09,21.35,0
"5488",88.91,2146,12.38,15.36,1
"5489",93.97,2319,11.43,18.16,0
"5490",89.37,2177,14.77,12.12,0
"5491",95.18,2203,4.39,18.18,0
"5492",92.73,2359,5.38,22.21,0
"5493",94.78,2296,8.35,18.71,0
"5494",95.6,2578,1.83,15.31,0
"5495",93.2,2143,15.49,13.94,0
"5496",97.58,2574,0.45,17.71,1
"5497",99.84,2137,14.88,7.69,0
"5498",88.39,1949,10.85,10.34,1
"5499",91.36,2231,4.66,13.29,0
"5500",93.02,2299,11.45,7.7,1
"5501",92.52,2275,-0.36,16.5,0
"5502",96.19,2427,6.92,13.36,1
"5503",91.88,2204,12.28,13.12,1
"5504",92.32,2298,6.1,18.98,0
"5505",91.38,2185,5.5,18.12,0
"5506",92.43,1946,6.68,5.88,1
"5507",95,2517,3.16,12.2,1
"5508",95.69,2263,10.2,16.06,0
"5509",93.53,2139,3.35,18.61,1
"5510",92.05,2319,9.55,11.53,1
"5511",96.12,2201,7.46,20.3,0
"5512",95.98,2487,6.44,18.54,0
"5513",91.17,1880,15.13,4,1
"5514",95.69,2189,14.28,11.27,1
"5515",90.78,2337,5.7,10.94,0
"5516",87.55,1811,15.64,8.33,0
"5517",97.85,2417,15.4,10.83,0
"5518",93.34,2353,2.18,11.89,0
"5519",95.54,2207,9.58,15.22,0
"5520",94.26,2095,7.15,19.49,0
"5521",85.66,1782,11.64,9.12,1
"5522",95.53,1990,8.18,15.37,0
"5523",95.23,2351,12.74,17.15,0
"5524",98.75,2344,18.4,4.92,1
"5525",91.32,1879,13.23,5.49,1
"5526",96.18,2381,12.39,14.99,0
"5527",92.13,2232,10.81,6.91,0
"5528",92.57,2261,7.09,14.06,0
"5529",95.67,2470,0.21,7.19,0
"5530",95.09,2133,3.61,19.33,0
"5531",95.07,2306,10.71,15.2,0
"5532",97.82,2028,11.54,9.75,0
"5533",95.1,2305,14.03,15.27,0
"5534",93,2088,4.03,17.12,0
"5535",95.28,2136,6.9,11.95,0
"5536",97.33,2274,5.91,13.4,0
"5537",89.96,2497,1,17.35,0
"5538",93.38,2163,14.84,5,0
"5539",93.71,2438,5.6,15.75,0
"5540",95.66,2278,10.34,16.75,0
"5541",93.17,1916,15.1,13.63,1
"5542",93.02,2373,4.71,20.55,0
"5543",91.65,2275,19.31,3.97,0
"5544",94.4,2342,7.02,16.07,0
"5545",97.23,2321,8.78,20.2,0
"5546",94.47,2325,11.61,16.83,1
"5547",93.06,2093,1.86,18.58,0
"5548",94.69,2288,15.3,3.73,0
"5549",92.42,2383,7.1,18.04,0
"5550",93.26,2033,13.23,6.86,1
"5551",98.09,2456,6.22,17.05,0
"5552",91.73,2049,15.83,6.75,0
"5553",94.44,2404,5.81,15.91,0
"5554",94.01,2475,11.56,15.26,0
"5555",95.49,2856,8.85,20.1,0
"5556",95.13,1954,10.5,12.93,0
"5557",93.23,2054,10.7,13.93,0
"5558",97.74,2195,17.13,8.96,1
"5559",96.17,1903,14.16,4.95,0
"5560",95.89,2221,12.66,9.89,1
"5561",95.61,2512,0.44,17.89,0
"5562",94.93,2167,16.95,10.87,0
"5563",95.62,2682,2.83,16.54,0
"5564",94.71,2277,15.86,13.51,0
"5565",97.43,2271,9.77,12.54,0
"5566",92.7,2422,13.56,18.41,1
"5567",90.23,2429,13.66,15.29,0
"5568",93.12,2010,10.13,17.83,0
"5569",95.38,2102,5.74,13.52,0
"5570",90.99,1980,6.72,15.8,0
"5571",78.37,1848,3.86,18.66,0
"5572",93.14,2208,4.18,12.16,1
"5573",96.44,2273,3.87,18.3,0
"5574",95.04,2213,8.9,14.41,0
"5575",94.95,2338,13.03,13.1,0
"5576",87.53,1856,10.82,10.38,0
"5577",92.08,2169,0.03,17.7,0
"5578",93.83,2286,6.86,14.48,0
"5579",95.37,2309,8.76,18.48,0
"5580",91.1,2098,20.07,9.06,0
"5581",93.65,2175,4.24,12.59,0
"5582",92.22,2268,12.48,17.1,1
"5583",96.46,2480,7.64,18.87,0
"5584",88.08,2200,3.81,19.38,0
"5585",98.48,2209,9.57,16.57,0
"5586",93.32,2609,7.68,17.36,1
"5587",93.37,2158,9.48,15.08,0
"5588",93,2273,9.71,6.09,0
"5589",95.34,2341,11.41,19.96,0
"5590",93.7,2604,6.6,18.58,0
"5591",97.44,2106,14.36,13.89,1
"5592",92.08,2285,2.56,17.18,0
"5593",92.21,2176,17.13,9.41,1
"5594",92.7,2170,9.54,14.89,0
"5595",92.84,2330,4.17,15.98,0
"5596",93.91,2081,6.32,11.8,1
"5597",91.55,1962,14.22,8.17,1
"5598",96.1,2291,4.15,19.97,0
"5599",89.34,1965,4.19,14.16,0
"5600",97.3,2330,13.59,16.3,0
"5601",94.72,2517,2.92,19.37,0
"5602",91.43,2272,3.83,19.1,0
"5603",94.12,2386,7.02,16.73,0
"5604",92.02,2083,14.6,13.41,0
"5605",89.97,2148,12.31,16.41,0
"5606",97.19,2117,11.94,14.2,1
"5607",92.65,2434,9.56,17.94,0
"5608",93.19,2537,3.43,22.75,0
"5609",97.73,2188,10.26,13.26,1
"5610",94.68,2389,5.79,21.76,0
"5611",78.07,1934,4.51,15.93,1
"5612",97.69,2181,16.3,5.84,1
"5613",94.36,2409,7.53,16.8,0
"5614",95.99,2488,3.09,19.88,0
"5615",95.8,2097,17.88,8.16,1
"5616",97.52,2283,17.22,8.55,1
"5617",94.82,2277,7.39,19.23,0
"5618",93.41,2330,2.5,10.93,0
"5619",89.35,2168,13.69,7.88,1
"5620",95.28,2081,12.89,11.77,0
"5621",92.45,2336,5.07,15.94,0
"5622",90.98,2206,12.58,3.71,1
"5623",93.79,1973,11.02,10.47,0
"5624",95.58,2319,-2.85,16.82,0
"5625",89.94,2201,3.76,16.58,1
"5626",90.1,2281,4.19,19.44,0
"5627",96.89,2341,10.32,14.11,0
"5628",93.09,2555,6.59,18.94,0
"5629",93.42,1839,1.22,15.66,1
"5630",90.85,2300,8.38,16.98,0
"5631",95.19,2288,5.56,17.51,0
"5632",93.45,2291,5.94,16.97,0
"5633",98.69,2591,17.69,2.43,0
"5634",96.34,2426,6.94,18.4,0
"5635",97.12,2219,11.23,17.04,1
"5636",96.57,2181,7.29,17.08,1
"5637",93.71,2346,4.64,19.62,0
"5638",90.49,2264,1.38,18.48,0
"5639",92.09,2065,3.96,18.06,0
"5640",95.21,1915,8.35,16.04,0
"5641",90.05,2055,9.91,16.83,0
"5642",94.85,2045,15.88,9,0
"5643",96.38,2460,6.08,14.41,0
"5644",91.85,2215,15.12,10.82,0
"5645",92.05,1789,20.2,3.12,0
"5646",92.66,1917,14.25,9.88,0
"5647",96.35,2255,14.54,10.8,0
"5648",95.63,1994,15.29,12.33,0
"5649",97.78,2770,12.95,11.1,0
"5650",95.44,2194,8.39,16.04,0
"5651",90.94,2204,1.96,11.94,0
"5652",98.22,2318,16.41,11.84,0
"5653",93.8,2472,-0.72,16.95,0
"5654",92.51,2484,0.73,19.15,0
"5655",96.81,2094,14.33,3.32,1
"5656",97.15,2413,5.02,18.72,0
"5657",94.04,2372,7.43,15.73,0
"5658",90.1,1922,15.13,9.53,0
"5659",96.07,2124,11.1,7.19,0
"5660",95.34,2425,10.5,17.99,0
"5661",92.52,2182,15.46,10.84,1
"5662",98.49,2367,8.6,16.56,0
"5663",93.26,2034,17.76,10.93,1
"5664",92.84,2242,12.15,18.71,1
"5665",93.17,2066,2.33,16.99,0
"5666",93.76,2313,12.58,14.16,1
"5667",92.23,1967,16.91,7.6,1
"5668",93.6,2226,18.29,9.94,0
"5669",85.92,2085,19.05,3.48,1
"5670",95.73,2474,14.22,15.14,0
"5671",95.23,1883,12.66,0.16,0
"5672",94.84,2035,12.88,11.17,1
"5673",92.2,2356,6.64,16.12,0
"5674",90.94,2066,5.32,15.53,0
"5675",92.32,2283,16.36,11.88,0
"5676",98.01,2338,14.04,10.92,0
"5677",93.11,2101,11.12,13.8,0
"5678",93.43,2146,13.21,16.82,0
"5679",91.51,2263,2.14,14.87,0
"5680",95.93,2199,15.94,12.61,0
"5681",94.51,2024,12.27,13.51,1
"5682",95.05,1939,3.78,21.12,1
"5683",91.97,2537,9.47,16.7,0
"5684",91.88,2026,11.53,9.22,0
"5685",90.25,2054,18.45,7.93,0
"5686",97.43,2457,0.58,18.53,0
"5687",97.11,2170,14.75,13.94,1
"5688",99.34,2603,4.77,15.86,1
"5689",93.27,2349,10.58,15.83,1
"5690",93.11,2081,11.07,15.84,0
"5691",93.91,2106,9.13,15.55,0
"5692",93.84,2470,16.43,7.85,1
"5693",97.7,2137,8.84,9.83,0
"5694",95.93,2479,6.51,19.37,0
"5695",96.15,2289,-1.68,16.39,0
"5696",89.55,2179,16.28,8.75,0
"5697",96.49,2339,5.82,18.65,0
"5698",92.58,2394,-1.24,9.69,1
"5699",91.68,2241,14.75,9.91,1
"5700",93.14,2026,6.24,15.92,0
"5701",90.74,2524,6.8,18.09,0
"5702",96.47,2266,7.95,16.59,1
"5703",86.98,2129,0.46,17.86,1
"5704",92.81,1866,15.55,7.25,1
"5705",96.92,2698,11.94,16.65,0
"5706",94.03,2179,15.34,8.81,1
"5707",95.46,2219,15.58,10.38,1
"5708",94.68,2380,4.41,20.22,0
"5709",91.77,2379,9.46,20.15,0
"5710",96.12,2133,8.11,16.22,0
"5711",94.75,2135,8.89,15.58,0
"5712",94.19,2457,6.13,15.24,1
"5713",91.26,2101,13.18,9.99,0
"5714",92.08,2174,10.09,16.53,1
"5715",96.48,1970,5.66,15.53,0
"5716",92.52,2253,13.2,8.83,0
"5717",92.38,2128,15.09,6.47,1
"5718",98.28,2385,9.83,15.35,0
"5719",96.22,2387,11.62,16.96,0
"5720",93.46,2353,8.96,16.19,0
"5721",98.11,2193,17.13,7.97,1
"5722",96.47,2506,8.11,17.18,0
"5723",94.76,1820,13.39,11.59,0
"5724",91.15,2081,12.48,10.22,1
"5725",92.62,2174,15.28,7.87,1
"5726",93.39,2479,15.39,16.59,0
"5727",91.06,2065,9.36,20.11,0
"5728",96.48,2409,17.22,6.66,0
"5729",94.56,2088,15.14,7.19,1
"5730",94.54,2116,5.02,8.22,1
"5731",97.6,2222,18.98,2.48,0
"5732",91.32,1933,11.43,13.92,0
"5733",96.71,2487,4,19.3,0
"5734",95.35,2319,15.99,9.31,0
"5735",92.93,2355,5.69,8.04,0
"5736",90.31,2200,15.94,9.07,1
"5737",94.74,2288,5.8,17.71,0
"5738",95.48,2333,9.06,12.52,0
"5739",94.91,2419,2.4,7.17,0
"5740",95.77,2406,12.78,18.64,0
"5741",92.86,2184,3.25,19.23,0
"5742",98,2487,12.19,18.42,1
"5743",95.23,2029,11.22,9.72,0
"5744",96.17,2168,9.36,7.5,0
"5745",94.06,2385,15.45,15.45,0
"5746",93.92,2397,3.85,17.65,0
"5747",94.42,2395,3.21,19.27,0
"5748",91.93,2071,14.96,3.73,0
"5749",93.58,2364,9.75,18.94,1
"5750",92.65,2349,2.14,16.02,0
"5751",91.97,2394,6.12,13.27,1
"5752",97.45,2174,9.34,18.01,0
"5753",97.27,2455,10.22,11.56,0
"5754",98.58,2693,15.42,11.97,0
"5755",92.98,1976,15.09,6.47,1
"5756",98.7,2491,9.69,18.24,0
"5757",94.15,2114,6.94,15.56,0
"5758",92.44,2401,10.3,17.75,0
"5759",94.51,2173,18.27,5.07,0
"5760",94.49,2042,10.95,15.66,0
"5761",94.46,2032,13.35,12.8,0
"5762",95.05,2531,3.57,18.04,1
"5763",96.48,2277,16.38,6.96,0
"5764",92.93,2558,4.99,17.07,0
"5765",93.95,2346,7.48,19.52,0
"5766",93.97,2160,17.23,4.49,0
"5767",93.93,2396,14.96,11.32,1
"5768",96.36,2478,2.97,19.08,1
"5769",98.27,2342,5.97,20.34,1
"5770",92.31,2201,15.6,12.1,0
"5771",95.08,2527,6.54,21.31,0
"5772",97.24,2477,14.76,6.91,0
"5773",94.05,2241,3.38,19.09,0
"5774",98.11,2146,10.79,13.39,0
"5775",95.15,2355,11.2,12.39,1
"5776",96.06,2163,5.17,10.11,0
"5777",94.48,2189,0.09,18.53,0
"5778",94.11,2371,7,16.56,0
"5779",95.71,2236,6.08,16.31,0
"5780",93.65,2305,14.66,7.82,0
"5781",96.21,2565,1.87,17.12,0
"5782",87.1,2128,14.52,9.54,1
"5783",91.86,2247,6.73,13.41,0
"5784",97.71,2399,3.53,19.63,0
"5785",92.6,2171,4.94,16.95,0
"5786",89.54,2269,6.85,14.51,0
"5787",95.39,2355,8.32,19.51,0
"5788",92.71,2158,6.52,9.49,0
"5789",95.05,2219,12.48,10.88,0
"5790",93.47,2859,8.65,20.23,0
"5791",96.83,1951,16.72,9.86,1
"5792",95.16,2428,5.41,20.22,0
"5793",92.24,2133,8.93,15.4,0
"5794",95.93,2338,8.53,19.53,0
"5795",93.62,2132,9.68,16.15,0
"5796",95.95,2326,3.64,19.42,0
"5797",91.87,2312,5.31,18.07,0
"5798",94.66,2110,17.11,5.56,0
"5799",94.62,2164,4.93,16.4,0
"5800",92.21,2528,2.93,13.74,0
"5801",94.02,2234,14.71,10.81,1
"5802",89.51,2368,2.11,18.39,0
"5803",93.79,2364,7.44,19.18,0
"5804",99.48,2254,7.86,14.43,0
"5805",92.41,2127,9.54,10,0
"5806",96.43,2332,5.42,11.64,0
"5807",95.09,2127,13.42,13.08,0
"5808",91.37,1873,17.58,4.57,0
"5809",96.69,2367,10.88,18.03,0
"5810",85.66,2148,15.15,8.44,1
"5811",96.03,2311,3.21,21.66,0
"5812",96.32,2137,12.69,14.85,0
"5813",91.45,2081,7.51,14.28,0
"5814",90.53,2105,5.66,20.49,0
"5815",94.06,2268,10.05,14.25,0
"5816",97.49,2507,3.49,16.19,0
"5817",96.06,2179,15.55,10.08,1
"5818",93.59,1963,8.05,17.42,0
"5819",91.45,1992,2.96,17.61,0
"5820",92.29,2202,15.44,5.53,1
"5821",88.5,2076,3.87,15.35,1
"5822",95.78,2132,7.29,16.28,0
"5823",93.34,2567,-2.95,6.68,0
"5824",96.97,2401,5.27,15.35,0
"5825",97.02,2203,16.28,11.79,1
"5826",95.73,2259,13.34,19.74,0
"5827",97.35,2443,10.64,17.29,0
"5828",94.16,2589,4.7,18.98,0
"5829",95.32,2188,7.93,13.97,0
"5830",96.55,2105,11.9,12.39,0
"5831",95.45,2198,4.53,18.78,0
"5832",94.92,1980,8.14,14.8,0
"5833",96.5,2356,9.11,14.18,0
"5834",96.56,2362,13.6,11.42,0
"5835",91.41,2109,1.32,16.84,0
"5836",93.49,1828,9.07,8.94,0
"5837",94.68,2354,3.16,16.38,0
"5838",91.77,2231,18.05,9.33,1
"5839",94.94,2327,12.57,13.71,1
"5840",96.86,2463,4.34,17.96,0
"5841",95.5,2253,8.04,17.45,0
"5842",94.34,2237,8.56,15.97,0
"5843",97.92,2335,6.54,20.72,1
"5844",95.31,2332,2.81,16.92,0
"5845",91.73,2719,2.12,17.71,1
"5846",93.9,1998,14.51,12.53,0
"5847",91.76,2351,15.22,14.72,1
"5848",97.62,2079,15.72,10.4,0
"5849",96.99,2193,10.05,13.82,0
"5850",87.07,1726,13.12,6.58,0
"5851",92.91,2279,11.38,6.59,1
"5852",92.18,2428,1.24,19.36,0
"5853",95.83,2290,15.62,2.34,1
"5854",87,1946,7.81,11.81,1
"5855",91.28,2175,2.12,15.86,1
"5856",94.48,2442,6.16,18.67,0
"5857",94,2248,2.12,18.07,0
"5858",90.13,2179,17.85,7.67,0
"5859",91.28,2103,16.93,6.77,0
"5860",94.79,2538,9.61,18.47,0
"5861",97.82,2437,12,14.99,0
"5862",94.16,2251,10.54,18.71,0
"5863",92.79,2582,8.61,16.64,0
"5864",93.6,2350,6.84,18.7,0
"5865",95.14,2086,7.31,12.54,0
"5866",95.36,2270,5.73,15.87,0
"5867",91,2332,13.47,16.4,0
"5868",91.59,1990,17.93,9.96,1
"5869",93.56,2548,16.88,6.27,0
"5870",95.35,2286,8.07,17.49,0
"5871",93.09,2237,11.49,17.29,0
"5872",93.73,2199,14.14,12.95,0
"5873",92.69,2212,9.9,17.27,0
"5874",93.27,2555,2.02,18.98,1
"5875",97,2562,12.29,16.98,0
"5876",94.81,2509,1.56,14.43,0
"5877",94.83,2194,17.08,0.77,0
"5878",93.39,1927,14.57,9.36,0
"5879",95.99,2011,9.03,14.8,0
"5880",95.9,2555,6.96,21.42,0
"5881",95.72,2382,5.38,18.39,0
"5882",93.67,2084,4.79,17.68,0
"5883",92.89,2197,15.54,8.98,1
"5884",95.18,2531,8.72,16.73,0
"5885",95.62,2465,3.13,19.72,0
"5886",90.48,2170,5.99,13.14,0
"5887",95.49,2074,17.23,9.66,1
"5888",94.51,2179,11.87,13.14,0
"5889",91.68,2500,15.7,11.09,0
"5890",89.73,2313,16.68,12.74,0
"5891",89.69,2197,4.75,15.94,0
"5892",90.88,2287,2.15,20,0
"5893",97,2240,9.89,15.2,0
"5894",87.71,2253,11.97,14.67,0
"5895",91.68,2053,16.03,2.54,0
"5896",92.12,2182,8.72,16.93,0
"5897",93.35,2422,9.61,12.14,1
